MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
SC80,RL,4.361823927356363,9.21,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,1.791759469228055,7.596392304064196,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,6.416732282512326,Unf,0.0,6.359573868672378,7.080867896690782,GasA,Ex,Y,SBrkr,7.1049654482698426,0.0,0.0,7.1049654482698426,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,Missing,Attchd,1990.0,Unf,2.0,497.0,TA,TA,Y,5.1298987149230735,3.332204510175204,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,Jun,2009,WD,Normal,153449.16
SC50,RL,4.110873864173311,9.25,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,2.079441541679836,7.558516743045645,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,6.493753839851686,6.493753839851686,GasA,Ex,Y,SBrkr,6.695798917058491,6.558197802812269,4.976733742420574,7.412764017426562,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.19722457733622,Min2,0.0,Missing,Detchd,1916.0,Unf,1.0,180.0,Fa,Fa,N,0.0,0.0,0.0,4.948759890378168,0.0,0.0,None,MnPrv,None,0.0,Aug,2009,WD,Normal,133125.67
SC90,RL,4.174387269895637,8.86,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,1.791759469228055,7.590852123688581,1979,Gable,CompShg,Plywood,Plywood,Stone,5.62040086571715,TA,TA,CBlock,Gd,TA,Av,GLQ,6.99117688712121,Unf,0.0,0.0,6.99117688712121,GasA,TA,Y,SBrkr,7.110696122978827,0.0,0.0,7.110696122978827,1.0986122886681098,0.0,0,1.0986122886681098,2,1.0986122886681098,TA,1.9459101490553128,Typ,1.0986122886681098,TA,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,4.795790545596741,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2009,WD,Alloca,137639.2
SC120,RL,3.737669618283368,8.5,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1.791759469228055,7.601901959875166,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.050989447068045,Unf,0.0,6.089044875446846,7.374001859350161,GasA,Ex,Y,SBrkr,7.374001859350161,0.0,0.0,7.374001859350161,0.6931471805599453,0.0,1,0.6931471805599453,0,0.6931471805599453,Ex,1.791759469228055,Typ,0.6931471805599453,Gd,Attchd,2001.0,Fin,2.0,682.0,TA,TA,Y,0.0,4.795790545596741,0.0,0.0,5.41610040220442,0.0,None,None,None,0.0,Aug,2008,WD,Normal,119136.37
SC70,RL,4.262679877041316,9.27,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,2.19722457733622,7.566828479208331,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,5.697093486505405,Unf,0.0,6.322565239927284,6.74993119378857,GasA,TA,Y,SBrkr,7.346010209913293,7.072421900537371,0.0,7.911324018963353,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.3978952727983707,Maj1,1.0986122886681098,TA,Detchd,1932.0,Unf,2.0,440.0,TA,TA,Y,0.0,4.31748811353631,0.0,0.0,0.0,0.0,None,None,None,0.0,Dec,2007,WD,Normal,122559.07
SC60,RL,4.155753190350744,8.92,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,2.302585092994046,7.587310506022615,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.934473933130692,TA,TA,CBlock,TA,TA,No,ALQ,6.440946540632921,Unf,0.0,4.605170185988092,6.587550014824796,GasA,Gd,Y,SBrkr,6.587550014824796,6.626717749249025,0.0,7.299797366758161,0.6931471805599453,0.0,1,0.6931471805599453,4,0.6931471805599453,Gd,2.079441541679836,Typ,0.0,Missing,Attchd,1972.0,Fin,2.0,484.0,TA,TA,Y,0.0,3.49650756146648,0.0,0.0,0.0,0.0,None,None,None,0.0,Jun,2007,WD,Normal,97819.27
SC20,RL,4.23410650459726,9.11,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.600902459542082,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.329720905522696,Unf,0.0,6.77078942390898,7.266827347520591,GasA,Ex,Y,SBrkr,7.266827347520591,0.0,0.0,7.266827347520591,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,Missing,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0.0,3.58351893845611,0.0,0.0,0.0,0.0,None,None,None,0.0,Sep,2009,WD,Normal,100269.766
SC160,RM,3.218875824868201,7.83,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,1.791759469228055,7.60339933974067,2004,Gable,CompShg,VinylSd,VinylSd,Stone,3.9318256327243257,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.878326468291325,6.878326468291325,GasA,Ex,Y,SBrkr,6.878326468291325,6.606650186198215,0.0,7.444248649496705,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.079441541679836,Maj1,0.0,Missing,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,None,None,None,0.0,May,2006,WD,Normal,145512.92
SC20,RL,4.110873864173311,8.88,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2.079441541679836,7.587310506022615,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,5.968707559985366,Unf,0.0,6.163314804034641,6.762729506931879,GasA,TA,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,May,2008,WD,Normal,139063.0
SC160,RL,3.218875824868201,7.73,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,1.9459101490553128,7.589335823170617,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.340359303727752,Unf,0.0,5.66988092298052,6.752270376141742,GasA,TA,Y,SBrkr,6.752270376141742,6.400257445308821,0.0,7.284134806195205,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,4.477336814478207,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2009,WD,Normal,145574.22
SC20,RL,4.382026634673881,9.15,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.60489448081162,2007,Hip,CompShg,CemntBd,CmentBd,Stone,5.327876168789581,Ex,TA,PConc,Ex,TA,No,GLQ,7.027314514039777,Unf,0.0,6.398594934535208,7.454141078146678,GasA,Ex,Y,SBrkr,7.454141078146678,0.0,0.0,7.454141078146678,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Ex,2.19722457733622,Typ,0.6931471805599453,Gd,Attchd,2007.0,Fin,3.0,786.0,TA,TA,Y,5.147494476813453,4.934473933130692,0.0,0.0,5.58724865840025,0.0,None,None,None,0.0,Sep,2007,New,Partial,150392.11
SC75,RL,5.1647859739235145,10.14,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,1.6094379124341005,7.5595594960077,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,6.944087208229528,LwQ,5.220355825078324,4.948759890378168,7.215975002651466,GasA,Gd,Y,SBrkr,7.215975002651466,7.215975002651466,5.973809611869261,8.043342170441608,0.6931471805599453,0.6931471805599453,2,0.0,4,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,Ex,Detchd,1918.0,Unf,2.0,795.0,TA,TA,Y,0.0,2.833213344056216,6.315358001522335,0.0,0.0,6.240275845170769,Ex,GdPrv,None,0.0,Mar,2006,WD,Abnorml,146247.31
SC75,RM,4.532599493153256,8.62,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,1.9459101490553128,7.556427969440253,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.628041376179533,6.628041376179533,GasA,Ex,Y,SBrkr,6.835184586147301,6.835184586147301,5.918893854273146,7.709756864454165,0.0,0.0,1,0.0,5,0.6931471805599453,TA,2.19722457733622,Typ,0.0,Missing,None,1945.6,None,0.0,0.0,None,None,Y,0.0,5.293304824724492,3.4339872044851463,0.0,0.0,0.0,None,MnPrv,None,0.0,Jul,2009,WD,Abnorml,123447.92
SC20,RL,4.343805421853684,9.17,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,1.791759469228055,7.60339933974067,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.572154032177765,Gd,TA,PConc,Ex,TA,Av,GLQ,6.9930151229329605,Unf,0.0,6.439350371100098,7.446585099157725,GasA,Ex,Y,SBrkr,7.446585099157725,0.0,0.0,7.446585099157725,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Ex,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,2004.0,Fin,3.0,856.0,TA,TA,Y,0.0,3.295836866004329,0.0,0.0,5.14166355650266,0.0,None,None,None,0.0,Jan,2009,WD,Normal,154953.78
SC20,RM,4.394449154672439,9.05,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1.791759469228055,7.602900462204755,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.022868086082641,7.022868086082641,GasA,Ex,Y,SBrkr,7.022868086082641,0.0,0.0,7.022868086082641,0.0,0.0,2,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Attchd,2003.0,RFn,2.0,440.0,TA,TA,Y,4.890349128221754,4.174387269895637,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2010,WD,Normal,455922.66
SC20,RL,4.330733340286331,9.22,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,1.9459101490553128,7.589841512182657,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.464588303689961,LwQ,5.634789603169249,5.6240175061873385,7.087573705557973,GasA,TA,Y,SBrkr,7.154615356913663,0.0,0.0,7.154615356913663,0.0,0.6931471805599453,2,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,1.0986122886681098,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,5.476463551931511,4.430816798843313,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Feb,2008,WD,Normal,400844.44
SC50,RL,3.9318256327243257,8.85,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,1.9459101490553128,7.562681246721884,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,6.42648845745769,Unf,0.0,0.0,6.42648845745769,GasA,Gd,Y,SBrkr,6.763884908562435,6.100318952020064,0.0,7.1785454837637,0.0,0.0,2,0.0,2,0.6931471805599453,TA,1.9459101490553128,Min1,0.0,Missing,Attchd,1924.0,Unf,1.0,398.0,TA,TA,Y,0.0,0.0,4.844187086458591,0.0,0.0,0.0,None,None,None,0.0,May,2006,COD,Normal,391778.5
SC120,RM,3.7232808808312687,8.4,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,1.791759469228055,7.60339933974067,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.327876168789581,Gd,TA,PConc,Gd,TA,Av,GLQ,6.496774990185863,Unf,0.0,5.231108616854587,6.744059186311348,GasA,Ex,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,0.6931471805599453,0.0,1,0.0,1,0.6931471805599453,Gd,1.3862943611198906,Typ,0.6931471805599453,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,5.010635294096256,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jan,2008,WD,Normal,438203.47
SC50,RM,3.9318256327243257,8.16,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,2.079441541679836,7.57455848420248,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.746203190540153,Unf,0.0,6.013715156042802,6.580639137284949,GasA,TA,Y,SBrkr,6.580639137284949,6.336825731146441,0.0,7.158513997329321,0.0,0.0,1,0.6931471805599453,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0.0,3.58351893845611,0.0,0.0,0.0,0.0,None,MnWw,None,0.0,Apr,2009,WD,Normal,311394.62
SC20,RL,4.605170185988092,9.38,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.596392304064196,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.261927092702751,7.261927092702751,GasA,Ex,Y,SBrkr,7.274479558773871,0.0,0.0,7.274479558773871,0.0,0.0,2,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Attchd,1990.0,RFn,2.0,500.0,TA,TA,Y,0.0,3.555348061489413,0.0,6.2324480165505225,0.0,0.0,None,None,None,0.0,May,2009,WD,Normal,336741.2
SC20,RL,3.713572066704308,9.52,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1.791759469228055,7.582229194276461,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.039660349862076,7.039660349862076,GasA,TA,Y,SBrkr,7.436617265234227,0.0,0.0,7.436617265234227,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,2.19722457733622,Min2,0.6931471805599453,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2007,WD,Normal,373097.94
SC20,RL,4.174387269895637,9.43,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1.791759469228055,7.581209826196346,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,6.040254711277414,Rec,5.726847747587197,5.929589143389895,7.00397413672268,GasA,TA,Y,SBrkr,7.00397413672268,0.0,0.0,7.00397413672268,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,Po,Attchd,1960.0,RFn,1.0,312.0,TA,TA,Y,5.87493073085203,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,Apr,2008,WD,Normal,335456.3
SC60,RL,4.523960130562548,9.57,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.595387278853972,1989,Gable,CompShg,Plywood,Plywood,BrkFace,4.859812404361672,Gd,TA,CBlock,Gd,TA,Gd,GLQ,6.97166860472579,Unf,0.0,4.532599493153256,7.05444965813294,GasA,Ex,Y,SBrkr,7.074116816197362,6.78332520060396,0.0,7.631916513071252,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,1988.0,Fin,2.0,454.0,TA,TA,Y,4.110873864173311,4.02535169073515,0.0,0.0,5.043425116919247,0.0,None,None,None,0.0,Apr,2007,WD,Normal,287124.6
SC20,RL,4.330733340286331,9.02,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,2.079441541679836,7.583247524303362,1964,Hip,CompShg,HdBoard,HdBoard,Stone,5.564520407322694,TA,TA,CBlock,Gd,TA,No,Rec,6.669498089857879,Unf,0.0,5.723585101952381,6.996681488176539,GasA,Ex,Y,SBrkr,6.996681488176539,0.0,0.0,6.996681488176539,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Attchd,1964.0,RFn,2.0,504.0,TA,Gd,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Jul,2008,WD,Normal,342933.56
SC30,RL,4.219507705176107,8.63,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1.9459101490553128,7.563200592358071,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.150602768446279,Unf,0.0,5.983936280687191,6.762729506931879,GasA,TA,N,FuseA,6.762729506931879,0.0,0.0,6.762729506931879,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,None,1969.4,None,0.0,0.0,None,None,Y,0.0,0.0,4.574710978503383,0.0,0.0,0.0,None,None,None,0.0,Apr,2008,WD,Normal,271311.97
SC20,RL,4.430816798843313,9.25,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1.791759469228055,7.605890001053122,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,3.610917912644224,Unf,0.0,7.0707241072602764,7.10085190894405,GasA,Ex,Y,SBrkr,7.10085190894405,0.0,0.0,7.10085190894405,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,Missing,Attchd,2009.0,RFn,2.0,460.0,TA,TA,Y,4.61512051684126,3.1354942159291497,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2010,WD,Normal,523870.25
SC60,FV,4.290459441148391,9.06,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.605890001053122,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.71295620067707,Unf,0.0,4.3694478524670215,6.803505257608338,GasA,Ex,Y,SBrkr,6.838405200847344,6.825460036255307,0.0,7.52456122628536,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,5.1298987149230735,4.691347882229144,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2009,New,Partial,306550.16
SC20,RL,3.784189633918261,9.52,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1.791759469228055,7.59890045687141,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.57507584059962,Unf,0.0,5.616771097666572,6.898714534329988,GasA,Ex,Y,SBrkr,6.898714534329988,0.0,0.0,6.898714534329988,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,5.41610040220442,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2006,WD,Normal,255535.25
SC60,RL,4.343805421853684,9.3,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,2.079441541679836,7.589841512182657,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.0369526024136295,TA,TA,CBlock,Gd,TA,No,GLQ,5.937536205082426,Unf,0.0,5.7430031878094825,6.536691597591305,GasA,Ex,Y,SBrkr,6.536691597591305,6.556778356158042,0.0,7.239214973779806,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Attchd,1977.0,Fin,1.0,299.0,TA,TA,Y,0.0,3.610917912644224,0.0,0.0,0.0,0.0,None,MnPrv,Shed,6.111467339502679,Mar,2010,WD,Normal,191109.2
SC20,RL,4.290459441148391,9.21,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1.9459101490553128,7.579678823090456,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.174387269895637,TA,TA,CBlock,TA,TA,No,BLQ,5.8888779583328805,Unf,0.0,6.566672429803241,6.976348070447749,GasA,TA,Y,SBrkr,7.120444372392488,0.0,0.0,7.120444372392488,0.0,0.6931471805599453,1,0.0,2,0.6931471805599453,Gd,1.9459101490553128,Min1,0.6931471805599453,Fa,Attchd,1957.0,Unf,1.0,447.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,May,2006,WD,Normal,194124.66
SC20,RL,4.189654742026425,9.04,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.60339933974067,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.58724865840025,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.853299093186078,Unf,0.0,6.19644412779452,7.270312886079025,GasA,Ex,Y,SBrkr,7.270312886079025,0.0,0.0,7.270312886079025,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.0,Missing,Attchd,2004.0,Unf,2.0,484.0,TA,TA,Y,4.941642422609304,4.59511985013459,0.0,0.0,0.0,0.0,None,None,None,0.0,Apr,2008,WD,Normal,224681.4
SC70,RM,4.060443010546419,9.2,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1.6094379124341005,7.563200592358071,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.532334292222349,6.532334292222349,GasA,Fa,N,SBrkr,6.698268054115413,6.251903883165888,0.0,7.192182058713246,0.0,0.0,1,0.0,3,0.6931471805599453,TA,2.19722457733622,Typ,0.0,Missing,Detchd,1940.0,Unf,1.0,210.0,TA,TA,Y,0.0,5.153291594497779,4.110873864173311,0.0,0.0,0.0,None,None,None,0.0,Sep,2006,WD,Family,483919.8
SC50,RL,4.411585436915426,9.66,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,2.302585092994046,7.570443252057374,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.746203190540153,Gd,Gd,CBlock,TA,TA,No,BLQ,5.834810737062605,Unf,0.0,6.126869184114185,6.683360945766275,GasA,Ex,Y,SBrkr,7.037027614686276,6.706862336602747,0.0,7.578145472419466,0.0,0.6931471805599453,1,0.6931471805599453,3,0.6931471805599453,Gd,2.19722457733622,Typ,1.0986122886681098,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0.0,4.787491742782046,5.017279836814924,0.0,0.0,0.0,None,None,None,0.0,May,2008,WD,Normal,407405.5
SC120,RL,3.784189633918261,8.01,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,1.791759469228055,7.603897968521881,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.833213344056216,Gd,TA,PConc,Gd,TA,Av,GLQ,2.833213344056216,Unf,0.0,7.117205503164344,7.130098510125578,GasA,Ex,Y,SBrkr,7.130098510125578,0.0,0.0,7.130098510125578,0.0,0.0,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,Missing,Attchd,2005.0,Fin,2.0,438.0,TA,TA,Y,4.691347882229144,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2006,New,Partial,347116.6
SC20,RL,4.30406509320417,9.1,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.604396348796338,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,7.312553498102598,7.312553498102598,GasA,Ex,Y,SBrkr,7.312553498102598,0.0,0.0,7.312553498102598,0.0,0.0,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,Missing,Attchd,2006.0,RFn,2.0,675.0,TA,TA,Y,5.863631175598097,3.5263605246161616,0.0,0.0,0.0,0.0,None,None,None,0.0,Apr,2006,New,Partial,246837.0
SC60,RL,4.23410650459726,9.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1.791759469228055,7.602401335665818,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.918695219020472,6.918695219020472,GasA,Ex,Y,SBrkr,6.918695219020472,7.1372784372603855,0.0,7.726653664847642,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,TA,BuiltIn,2002.0,RFn,2.0,390.0,TA,TA,Y,4.795790545596741,3.8501476017100575,0.0,0.0,0.0,0.0,None,None,None,0.0,Dec,2009,ConLI,Normal,306548.0
